file_name	chr	lows	ups
range_chr9_118484376_119165412.py	chr9	118484376	119165412
range_chr10_105666170_106326363.py	chr10	105666170	106326363
range_chr3_42495029_43199040.py	chr3	42495029	43199040
range_chr12_85106481_85788285.py	chr12	85106481	85788285
range_chr18_37352618_38035406.py	chr18	37352618	38035406
range_chr4_161635038_162312762.py	chr4	161635038	162312762
range_chr14_47060336_47741012.py	chr14	47060336	47741012
range_chr8_14507349_15204815.py	chr8	14507349	15204815
range_chrY_25904564_26613208.py	chrY	25904564	26613208
range_chr7_67447439_68151626.py	chr7	67447439	68151626
range_chr6_46114118_46815541.py	chr6	46114118	46815541
range_chr6_115016651_115695802.py	chr6	115016651	115695802
range_chr9_3680778_4407906.py	chr9	3680778	4407906
range_chr7_34063910_34765554.py	chr7	34063910	34765554
range_chr7_81504511_82205149.py	chr7	81504511	82205149
range_chr7_66038962_66742849.py	chr7	66038962	66742849
range_chr8_137007655_137685749.py	chr8	137007655	137685749
range_chr3_171643407_172322873.py	chr3	171643407	172322873
range_chr6_11651460_12353153.py	chr6	11651460	12353153
range_chr6_163946989_164624680.py	chr6	163946989	164624680
range_chr2_199796332_200478006.py	chr2	199796332	200478006
range_chr13_38690325_39371516.py	chr13	38690325	39371516
range_chr4_3692819_4417392.py	chr4	3692819	4417392
range_chr18_43484150_44164853.py	chr18	43484150	44164853
range_chr22_40329258_41011296.py	chr22	40329258	41011296
range_chr16_6376627_7075183.py	chr16	6376627	7075183
range_chr5_80668877_81371758.py	chr5	80668877	81371758
range_chr3_29151390_29851431.py	chr3	29151390	29851431
range_chr16_28336447_29021060.py	chr16	28336447	29021060
range_chr4_88508898_89212594.py	chr4	88508898	89212594
range_chr21_10702023_11440995.py	chr21	10702023	11440995
range_chr9_102798969_103479816.py	chr9	102798969	103479816
range_chr8_63048436_63751475.py	chr8	63048436	63751475
range_chr13_26420863_27101285.py	chr13	26420863	27101285
range_chr2_88923304_89896953.py	chr2	88923304	89896953
range_chr11_8555969_9262216.py	chr11	8555969	9262216
range_chr13_31191641_31873399.py	chr13	31191641	31873399
range_chr17_7181620_7890443.py	chr17	7181620	7890443
range_chr8_22905098_23608372.py	chr8	22905098	23608372
range_chr2_99724899_100412864.py	chr2	99724899	100412864
range_chr6_60001_814057.py	chr6	60001	814057
range_chr8_111887796_112566578.py	chr8	111887796	112566578
range_chr4_181335220_182013175.py	chr4	181335220	182013175
range_chr4_62521320_63222096.py	chr4	62521320	63222096
range_chr2_134422913_135104211.py	chr2	134422913	135104211
range_chr17_36829294_37513009.py	chr17	36829294	37513009
range_chr5_119341084_120020625.py	chr5	119341084	120020625
range_chr4_23591076_24291937.py	chr4	23591076	24291937
range_chrX_96337020_97041743.py	chrX	96337020	97041743
range_chr10_39237811_39990961.py	chr10	39237811	39990961
range_chr14_60708831_61391443.py	chr14	60708831	61391443
range_chr9_125310160_125993863.py	chr9	125310160	125993863
range_chr3_26343341_27044795.py	chr3	26343341	27044795
range_chr8_116640583_117320702.py	chr8	116640583	117320702
range_chrX_37466080_38169265.py	chrX	37466080	38169265
range_chr14_81869163_82550555.py	chr14	81869163	82550555
range_chr1_226232937_226913712.py	chr1	226232937	226913712
range_chr12_66012512_66695078.py	chr12	66012512	66695078
range_chr1_14661499_15362394.py	chr1	14661499	15362394
range_chr21_21046423_21726181.py	chr21	21046423	21726181
range_chr9_131452699_132134610.py	chr9	131452699	132134610
range_chr7_53015751_53715793.py	chr7	53015751	53715793
range_chr20_44420973_45103622.py	chr20	44420973	45103622
range_chr1_233088151_233767912.py	chr1	233088151	233767912
range_chr9_82463789_83168184.py	chr9	82463789	83168184
range_chr2_136467677_137147992.py	chr2	136467677	137147992
range_chr1_81531633_82234191.py	chr1	81531633	82234191
range_chr22_25332166_26012214.py	chr22	25332166	26012214
range_chr1_225551343_226232937.py	chr1	225551343	226232937
range_chr16_75625609_76306729.py	chr16	75625609	76306729
range_chr15_97195504_97877044.py	chr15	97195504	97877044
range_chr7_110669566_111347943.py	chr7	110669566	111347943
range_chr4_69536752_70237813.py	chr4	69536752	70237813
range_chr8_65860523_66563926.py	chr8	65860523	66563926
range_chr4_8042071_8766063.py	chr4	8042071	8766063
range_chr1_193520260_194198625.py	chr1	193520260	194198625
range_chr3_90986331_91718850.py	chr3	90986331	91718850
range_chr4_66726494_67429099.py	chr4	66726494	67429099
range_chr2_167097785_167777658.py	chr2	167097785	167777658
range_chr11_103115007_103776536.py	chr11	103115007	103776536
range_chr13_104045978_104704178.py	chr13	104045978	104704178
range_chr13_64604640_65285753.py	chr13	64604640	65285753
range_chr8_40459315_41159222.py	chr8	40459315	41159222
range_chr1_50614088_51319118.py	chr1	50614088	51319118
range_chr5_166944252_167622926.py	chr5	166944252	167622926
range_chr3_165527857_166207352.py	chr3	165527857	166207352
range_chr7_65333950_66038961.py	chr7	65333950	66038961
range_chr12_63282572_63965081.py	chr12	63282572	63965081
range_chr6_76821419_77524515.py	chr6	76821419	77524515
range_chr6_17965669_18668053.py	chr6	17965669	18668053
range_chr7_133787451_134467129.py	chr7	133787451	134467129
range_chr2_35481007_36183598.py	chr2	35481007	36183598
range_chr1_19631245_20334124.py	chr1	19631245	20334124
range_chr17_41615274_42299039.py	chr17	41615274	42299039
range_chr16_82412375_83090594.py	chr16	82412375	83090594
range_chr8_17302265_18002300.py	chr8	17302265	18002300
range_chr16_16689357_17370860.py	chr16	16689357	17370860
range_chr5_179188780_179868740.py	chr5	179188780	179868740
range_chr10_37133918_37818168.py	chr10	37133918	37818168
range_chr6_55936823_56639732.py	chr6	55936823	56639732
range_chr4_155521709_156200449.py	chr4	155521709	156200449
range_chr17_14771744_15451913.py	chr17	14771744	15451913
range_chr7_112707983_113389163.py	chr7	112707983	113389163
range_chr8_24310049_25010172.py	chr8	24310049	25010172
range_chrX_58149151_58906253.py	chrX	58149151	58906253
range_chr10_95596533_96280544.py	chr10	95596533	96280544
range_chr13_61198857_61879946.py	chr13	61198857	61879946
range_chr7_130390713_131071589.py	chr7	130390713	131071589
range_chr3_18625328_19327372.py	chr3	18625328	19327372
range_chr17_43667443_44351401.py	chr17	43667443	44351401
range_chr22_49860316_50544483.py	chr22	49860316	50544483
range_chr20_22233202_22912069.py	chr20	22233202	22912069
range_chr13_55741598_56423211.py	chr13	55741598	56423211
range_chr13_101406816_102066353.py	chr13	101406816	102066353
range_chr20_9963027_10646624.py	chr20	9963027	10646624
range_chr17_35461026_36144296.py	chr17	35461026	36144296
range_chr5_36192534_36895932.py	chr5	36192534	36895932
range_chr14_16000001_16703335.py	chr14	16000001	16703335
range_chr5_21454819_22154413.py	chr5	21454819	22154413
range_chr5_62373158_63075939.py	chr5	62373158	63075939
range_chr16_87163383_87842557.py	chr16	87163383	87842557
range_chr16_22200888_22884699.py	chr16	22200888	22884699
range_chr2_71337894_72040830.py	chr2	71337894	72040830
range_chr19_36033262_36717453.py	chr19	36033262	36717453
range_chr19_35348947_36033261.py	chr19	35348947	36033261
range_chr10_75815943_76498076.py	chr10	75815943	76498076
range_chr1_63264270_63968266.py	chr1	63264270	63968266
range_chr19_23625617_24308464.py	chr19	23625617	24308464
range_chr11_41338460_42019244.py	chr11	41338460	42019244
range_chr10_55344675_56025052.py	chr10	55344675	56025052
range_chr17_23085779_23774051.py	chr17	23085779	23774051
range_chr12_38014781_38695689.py	chr12	38014781	38695689
range_chr4_17985908_18688229.py	chr4	17985908	18688229
range_chr13_103387167_104045978.py	chr13	103387167	104045978
range_chr9_108935027_109617668.py	chr9	108935027	109617668
range_chr3_24941808_25641588.py	chr3	24941808	25641588
range_chr1_190125338_190802557.py	chr1	190125338	190802557
range_chr8_101007224_101686145.py	chr8	101007224	101686145
range_chr18_18859229_19547600.py	chr18	18859229	19547600
range_chr13_20969755_21651978.py	chr13	20969755	21651978
range_chr2_94747315_95450767.py	chr2	94747315	95450767
range_chr2_175961935_176645084.py	chr2	175961935	176645084
range_chr16_61300800_61981477.py	chr16	61300800	61981477
range_chr12_68058847_68741063.py	chr12	68058847	68741063
range_chr5_165587299_166265445.py	chr5	165587299	166265445
range_chr7_765978_1499280.py	chr7	765978	1499280
range_chr22_19192734_19874968.py	chr22	19192734	19874968
range_chr10_96280545_96963520.py	chr10	96280545	96963520
range_chr15_26880430_27560805.py	chr15	26880430	27560805
range_chr6_125214458_125894211.py	chr6	125214458	125894211
range_chr4_152800522_153481107.py	chr4	152800522	153481107
range_chr7_96254579_96958124.py	chr7	96254579	96958124
range_chr4_113357517_114037185.py	chr4	113357517	114037185
range_chr15_91744037_92424311.py	chr15	91744037	92424311
range_chr10_18050991_18730897.py	chr10	18050991	18730897
range_chr20_49878821_50560669.py	chr20	49878821	50560669
range_chr12_15371914_16053439.py	chr12	15371914	16053439
range_chr9_93726335_94432861.py	chr9	93726335	94432861
range_chr3_174360408_175039119.py	chr3	174360408	175039119
range_chr13_74143968_74826035.py	chr13	74143968	74826035
range_chr10_63528920_64211676.py	chr10	63528920	64211676
range_chr4_29202608_29902640.py	chr4	29202608	29902640
range_chr15_21265593_22002506.py	chr15	21265593	22002506
range_chr12_118619611_119280489.py	chr12	118619611	119280489
range_chr14_22490324_23175210.py	chr14	22490324	23175210
range_chr10_133397259_133787422.py	chr10	133397259	133787422
range_chrX_121938409_122620386.py	chrX	121938409	122620386
range_chr5_171699176_172380572.py	chr5	171699176	172380572
range_chr22_19874968_20557369.py	chr22	19874968	20557369
range_chr3_83921366_84623234.py	chr3	83921366	84623234
range_chr19_44917548_45600516.py	chr19	44917548	45600516
range_chr10_33046696_33728136.py	chr10	33046696	33728136
range_chr11_43381853_44064956.py	chr11	43381853	44064956
range_chr21_22406547_23087029.py	chr21	22406547	23087029
range_chr1_213936508_214617146.py	chr1	213936508	214617146
range_chr10_43668175_44348521.py	chr10	43668175	44348521
range_chr1_190802557_191482705.py	chr1	190802557	191482705
range_chr5_45327235_46026806.py	chr5	45327235	46026806
range_chr2_160972750_161655924.py	chr2	160972750	161655924
range_chr8_51115103_51816829.py	chr8	51115103	51816829
range_chr8_76401426_77104416.py	chr8	76401426	77104416
range_chr18_78956869_79637239.py	chr18	78956869	79637239
range_chr12_132488017_133150277.py	chr12	132488017	133150277
range_chr13_80965158_81646376.py	chr13	80965158	81646376
range_chr14_34098957_34781878.py	chr14	34098957	34781878
range_chr13_94633809_95315982.py	chr13	94633809	95315982
range_chr3_129459107_130140863.py	chr3	129459107	130140863
range_chr8_8092024_8816922.py	chr8	8092024	8816922
range_chr5_8017653_8742919.py	chr5	8017653	8742919
range_chr3_158042058_158724478.py	chr3	158042058	158724478
range_chr11_116328559_116990244.py	chr11	116328559	116990244
range_chr4_109273777_109955391.py	chr4	109273777	109955391
range_chr4_77965654_78667914.py	chr4	77965654	78667914
range_chr12_101432364_102093939.py	chr12	101432364	102093939
range_chr7_136509852_137189575.py	chr7	136509852	137189575
range_chrX_35166518_35871515.py	chrX	35166518	35871515
range_chr3_37575761_38278405.py	chr3	37575761	38278405
range_chr5_18650676_19352571.py	chr5	18650676	19352571
range_chr4_174544261_175225630.py	chr4	174544261	175225630
range_chr15_25519637_26199121.py	chr15	25519637	26199121
range_chr8_103729795_104410543.py	chr8	103729795	104410543
range_chr2_86807154_87513302.py	chr2	86807154	87513302
range_chr9_18655189_19359765.py	chr9	18655189	19359765
range_chr11_37935322_38616061.py	chr11	37935322	38616061
range_chr11_48839003_49520787.py	chr11	48839003	49520787
range_chr2_124896856_125575637.py	chr2	124896856	125575637
range_chr11_121623312_122284718.py	chr11	121623312	122284718
range_chr4_134443622_135122248.py	chr4	134443622	135122248
range_chrX_66733019_67433296.py	chrX	66733019	67433296
range_chr16_33129548_33916271.py	chr16	33129548	33916271
range_chr19_7134545_7839447.py	chr19	7134545	7839447
range_chr6_72604521_73307100.py	chr6	72604521	73307100
range_chr21_40118056_40798280.py	chr21	40118056	40798280
range_chr8_48313039_49013048.py	chr8	48313039	49013048
range_chr20_53285373_53966647.py	chr20	53285373	53966647
range_chr11_24977556_25657427.py	chr11	24977556	25657427
range_chr9_116441963_117123132.py	chr9	116441963	117123132
range_chr3_104962640_105641358.py	chr3	104962640	105641358
range_chr16_71532723_72216053.py	chr16	71532723	72216053
range_chr11_130216969_130877625.py	chr11	130216969	130877625
range_chr1_173792399_174475122.py	chr1	173792399	174475122
range_chr2_103811431_104490311.py	chr2	103811431	104490311
range_chrX_155424115_156030895.py	chrX	155424115	156030895
range_chr2_222269075_222949828.py	chr2	222269075	222949828
range_chr22_10510001_11547535.py	chr22	10510001	11547535
range_chr14_23859484_24544953.py	chr14	23859484	24544953
range_chr1_151987264_152670098.py	chr1	151987264	152670098
range_chr10_82633134_83313451.py	chr10	82633134	83313451
range_chr20_3621654_4328060.py	chr20	3621654	4328060
range_chr3_45309970_46013067.py	chr3	45309970	46013067
range_chr16_83090595_83768160.py	chr16	83090595	83768160
range_chr19_53796970_54479734.py	chr19	53796970	54479734
range_chr5_122055989_122735238.py	chr5	122055989	122735238
range_chr8_2991619_3712119.py	chr8	2991619	3712119
range_chr12_88513796_89195242.py	chr12	88513796	89195242
range_chr11_80024251_80703939.py	chr11	80024251	80703939
range_chr4_159597293_160276965.py	chr4	159597293	160276965
range_chr1_208488935_209168688.py	chr1	208488935	209168688
range_chr9_41922096_42629424.py	chr9	41922096	42629424
range_chr2_166418160_167097785.py	chr2	166418160	167097785
range_chr13_73462321_74143968.py	chr13	73462321	74143968
range_chr1_116159224_116838117.py	chr1	116159224	116838117
range_chr2_227027745_227708836.py	chr2	227027745	227708836
range_chr15_35067017_35750125.py	chr15	35067017	35750125
range_chrX_902839_1631371.py	chrX	902839	1631371
range_chr4_136478828_137157445.py	chr4	136478828	137157445
range_chr10_64893278_65574404.py	chr10	64893278	65574404
range_chr2_133743244_134422912.py	chr2	133743244	134422912
range_chr3_146474702_147154737.py	chr3	146474702	147154737
range_chr16_4976200_5676627.py	chr16	4976200	5676627
range_chr11_88906846_89587260.py	chr11	88906846	89587260
range_chr3_159403961_160083230.py	chr3	159403961	160083230
range_chr18_33941021_34622353.py	chr18	33941021	34622353
range_chr5_139745898_140427968.py	chr5	139745898	140427968
range_chr3_156679991_157361332.py	chr3	156679991	157361332
range_chr5_175778405_176460675.py	chr5	175778405	176460675
range_chr3_104283493_104962640.py	chr3	104283493	104962640
range_chr2_203889754_204570164.py	chr2	203889754	204570164
range_chr13_102726615_103387167.py	chr13	102726615	103387167
range_chr8_16601726_17302264.py	chr8	16601726	17302264
range_chr2_115383484_116062309.py	chr2	115383484	116062309
range_chr17_16817134_17498909.py	chr17	16817134	17498909
range_chr6_81737861_82440005.py	chr6	81737861	82440005
range_chr2_180056071_180736150.py	chr2	180056071	180736150
range_chr5_84881526_85583886.py	chr5	84881526	85583886
range_chr2_181416777_182096970.py	chr2	181416777	182096970
range_chr2_150072727_150752380.py	chr2	150072727	150752380
range_chrY_10001_908857.py	chrY	10001	908857
range_chrX_105327193_106008326.py	chrX	105327193	106008326
range_chr8_60241261_60944855.py	chr8	60241261	60944855
range_chr12_57142991_57829012.py	chr12	57142991	57829012
range_chr2_89896953_91603621.py	chr2	89896953	91603621
range_chr11_54680022_55356924.py	chr11	54680022	55356924
range_chr2_108570055_109250774.py	chr2	108570055	109250774
range_chr4_46759745_47460498.py	chr4	46759745	47460498
range_chr16_88522085_89202391.py	chr16	88522085	89202391
range_chr15_69867353_70549076.py	chr15	69867353	70549076
range_chr8_26414841_27117670.py	chr8	26414841	27117670
range_chr6_22877532_23578387.py	chr6	22877532	23578387
range_chrY_16621659_17329760.py	chrY	16621659	17329760
range_chr10_88770450_89452622.py	chr10	88770450	89452622
range_chr16_79020257_79697220.py	chr16	79020257	79697220
range_chr6_88767687_89472020.py	chr6	88767687	89472020
range_chrX_81531309_82235177.py	chrX	81531309	82235177
range_chr14_92768611_93450928.py	chr14	92768611	93450928
range_chr22_28736862_29419824.py	chr22	28736862	29419824
range_chr16_4272903_4976199.py	chr16	4272903	4976199
range_chr2_214100343_214780329.py	chr2	214100343	214780329
range_chr1_40751468_41456035.py	chr1	40751468	41456035
range_chr3_138992640_139674171.py	chr3	138992640	139674171
range_chr11_20211872_20894194.py	chr11	20211872	20894194
range_chr15_18377064_19065335.py	chr15	18377064	19065335
range_chr6_141527951_142208206.py	chr6	141527951	142208206
range_chr19_17470496_18153424.py	chr19	17470496	18153424
range_chr12_109367785_110029512.py	chr12	109367785	110029512
range_chr4_145999916_146680306.py	chr4	145999916	146680306
range_chr14_23175210_23859484.py	chr14	23175210	23859484
range_chr6_123179564_123857740.py	chr6	123179564	123857740
range_chr15_35750125_36432711.py	chr15	35750125	36432711
range_chr4_22890208_23591075.py	chr4	22890208	23591075
range_chr21_27854068_28535570.py	chr21	27854068	28535570
range_chr4_167746551_168426422.py	chr4	167746551	168426422
range_chr8_79210366_79912982.py	chr8	79210366	79912982
range_chr6_95833104_96535350.py	chr6	95833104	96535350
range_chrX_68840952_69545711.py	chrX	68840952	69545711
range_chr1_181285526_181965468.py	chr1	181285526	181965468
range_chr15_34383831_35067016.py	chr15	34383831	35067016
range_chr17_55965887_56648101.py	chr17	55965887	56648101
range_chrX_76598579_77301218.py	chrX	76598579	77301218
range_chr3_139674171_140352297.py	chr3	139674171	140352297
range_chr5_144515825_145194896.py	chr5	144515825	145194896
range_chr4_94823059_95523903.py	chr4	94823059	95523903
range_chr19_45600516_46284180.py	chr19	45600516	46284180
range_chr7_135829559_136509851.py	chr7	135829559	136509851
range_chr1_84341688_85045407.py	chr1	84341688	85045407
range_chr3_183877209_184559977.py	chr3	183877209	184559977
range_chr8_94005903_94710141.py	chr8	94005903	94710141
range_chr11_82064749_82746083.py	chr11	82064749	82746083
range_chr5_91905612_92607432.py	chr5	91905612	92607432
range_chr2_37589389_38292121.py	chr2	37589389	38292121
range_chr2_161655925_162336938.py	chr2	161655925	162336938
range_chr16_8474969_9177083.py	chr16	8474969	9177083
range_chr12_7797639_8502534.py	chr12	7797639	8502534
range_chr6_68393797_69094536.py	chr6	68393797	69094536
range_chr2_153478107_154159436.py	chr2	153478107	154159436
range_chr10_86721026_87404396.py	chr10	86721026	87404396
range_chr14_45014965_45698140.py	chr14	45014965	45698140
range_chr14_60024882_60708830.py	chr14	60024882	60708830
range_chr6_142887157_143566918.py	chr6	142887157	143566918
range_chr3_16516322_17219392.py	chr3	16516322	17219392
range_chr17_33415045_34096110.py	chr17	33415045	34096110
range_chr7_148113645_148793109.py	chr7	148113645	148793109
range_chr9_2953555_3680777.py	chr9	2953555	3680777
range_chr13_84370487_85051539.py	chr13	84370487	85051539
range_chr10_21453027_22135802.py	chr10	21453027	22135802
range_chr4_2240830_2967420.py	chr4	2240830	2967420
range_chr12_115976478_116637988.py	chr12	115976478	116637988
range_chr4_90615322_91316859.py	chr4	90615322	91316859
range_chr8_43968605_44729816.py	chr8	43968605	44729816
range_chr2_224309403_224989700.py	chr2	224309403	224989700
range_chrX_49634621_50390006.py	chrX	49634621	50390006
range_chr13_68691138_69372532.py	chr13	68691138	69372532
range_chr1_103226258_103906841.py	chr1	103226258	103906841
range_chr9_130770800_131452699.py	chr9	130770800	131452699
range_chr2_119462497_120143686.py	chr2	119462497	120143686
range_chr18_22347699_23030725.py	chr18	22347699	23030725
range_chr2_238585711_239264756.py	chr2	238585711	239264756
range_chr10_6363607_7066678.py	chr10	6363607	7066678
range_chr13_87145287_87825525.py	chr13	87145287	87825525
range_chr11_124267544_124930011.py	chr11	124267544	124930011
range_chrX_38169265_38873642.py	chrX	38169265	38873642
range_chr17_82618017_83247441.py	chr17	82618017	83247441
range_chr1_247369497_248052356.py	chr1	247369497	248052356
range_chr2_198434330_199114531.py	chr2	198434330	199114531
range_chr7_31253322_31955369.py	chr7	31253322	31955369
range_chr18_35987691_36669323.py	chr18	35987691	36669323
range_chr6_168746104_169425886.py	chr6	168746104	169425886
range_chr7_96958124_97662322.py	chr7	96958124	97662322
range_chr1_120238504_120921675.py	chr1	120238504	120921675
range_chr9_113715165_114397578.py	chr9	113715165	114397578
range_chr4_59020974_59720842.py	chr4	59020974	59720842
range_chr19_60001_791197.py	chr19	60001	791197
range_chr7_129708912_130390712.py	chr7	129708912	130390712
range_chrX_10001_902839.py	chrX	10001	902839
range_chr12_89195242_89878270.py	chr12	89195242	89878270
range_chr6_106168469_106849463.py	chr6	106168469	106849463
range_chr4_185412447_186091101.py	chr4	185412447	186091101
range_chr19_7839447_8544818.py	chr19	7839447	8544818
range_chr7_43893586_44597926.py	chr7	43893586	44597926
range_chr9_81759170_82463789.py	chr9	81759170	82463789
range_chr11_99128220_99807654.py	chr11	99128220	99807654
range_chr11_31794203_32476729.py	chr11	31794203	32476729
range_chr10_110284879_110946193.py	chr10	110284879	110946193
range_chr21_30578823_31260537.py	chr21	30578823	31260537
range_chr5_57457878_58159181.py	chr5	57457878	58159181
range_chr2_91603621_92362786.py	chr2	91603621	92362786
range_chr14_100251414_100912037.py	chr14	100251414	100912037
range_chr11_105095371_105754688.py	chr11	105095371	105754688
range_chr19_9957320_10641768.py	chr19	9957320	10641768
range_chr1_211892446_212574263.py	chr1	211892446	212574263
range_chr8_130225310_130904889.py	chr8	130225310	130904889
range_chr12_42104344_42787154.py	chr12	42104344	42787154
range_chr7_156954836_157634946.py	chr7	156954836	157634946
range_chr6_8077935_8804059.py	chr6	8077935	8804059
range_chr3_15813155_16516322.py	chr3	15813155	16516322
range_chr6_27093862_27800353.py	chr6	27093862	27800353
range_chr7_72365112_73068360.py	chr7	72365112	73068360
range_chr1_177196338_177876554.py	chr1	177196338	177876554
range_chr3_28450339_29151390.py	chr3	28450339	29151390
range_chrX_147917291_148599799.py	chrX	147917291	148599799
range_chr5_89797530_90499869.py	chr5	89797530	90499869
range_chr14_104873225_105534643.py	chr14	104873225	105534643
range_chr10_110946193_111606981.py	chr10	110946193	111606981
range_chr12_119280490_119941846.py	chr12	119280490	119941846
range_chr9_86690753_87394112.py	chr9	86690753	87394112
range_chr11_12699493_13382309.py	chr11	12699493	13382309
range_chr14_43651079_44331773.py	chr14	43651079	44331773
range_chr11_62179469_62862919.py	chr11	62179469	62862919
range_chr8_89790526_90493491.py	chr8	89790526	90493491
range_chr2_182777739_183459403.py	chr2	182777739	183459403
range_chr3_81819035_82520120.py	chr3	81819035	82520120
range_chr14_20440422_21123681.py	chr14	20440422	21123681
range_chr14_21807445_22490324.py	chr14	21807445	22490324
range_chr11_51828520_52516992.py	chr11	51828520	52516992
range_chr1_30191678_30893020.py	chr1	30191678	30893020
range_chr12_2863540_3567567.py	chr12	2863540	3567567
range_chr11_128234742_128894853.py	chr11	128234742	128894853
range_chr17_60001_831337.py	chr17	60001	831337
range_chr8_72887751_73591048.py	chr8	72887751	73591048
range_chr12_1454990_2159970.py	chr12	1454990	2159970
range_chr2_207293489_207975169.py	chr2	207293489	207975169
range_chrX_30948803_31652840.py	chrX	30948803	31652840
range_chr9_104161767_104844019.py	chr9	104161767	104844019
range_chr11_120962025_121623311.py	chr11	120962025	121623311
range_chr5_36895932_37600438.py	chr5	36895932	37600438
range_chrX_113510043_114190621.py	chrX	113510043	114190621
range_chr2_223629453_224309402.py	chr2	223629453	224309402
range_chr17_68935651_69618170.py	chr17	68935651	69618170
range_chr12_105400882_106061713.py	chr12	105400882	106061713
range_chr16_10001_742461.py	chr16	10001	742461
range_chr11_12017211_12699492.py	chr11	12017211	12699492
range_chr6_75416593_76119498.py	chr6	75416593	76119498
range_chr2_81881443_82584126.py	chr2	81881443	82584126
range_chr21_46298013_46699983.py	chr21	46298013	46699983
range_chrX_104647359_105327193.py	chrX	104647359	105327193
range_chr3_62891649_63592325.py	chr3	62891649	63592325
range_chr4_162991919_163671580.py	chr4	162991919	163671580
range_chrX_90694906_91400763.py	chrX	90694906	91400763
range_chr14_80504230_81186637.py	chr14	80504230	81186637
range_chr22_30785919_31469476.py	chr22	30785919	31469476
range_chr5_38303384_39004866.py	chr5	38303384	39004866
range_chr5_98230510_98933818.py	chr5	98230510	98933818
range_chr7_46005290_46707643.py	chr7	46005290	46707643
range_chr6_157157445_157836306.py	chr6	157157445	157836306
range_chr22_28053974_28736861.py	chr22	28053974	28736861
range_chr1_143789264_144474899.py	chr1	143789264	144474899
range_chrX_103281888_103964852.py	chrX	103281888	103964852
range_chr17_78478172_79158913.py	chr17	78478172	79158913
range_chr9_113031263_113715165.py	chr9	113031263	113715165
range_chr9_45495699_61404933.py	chr9	45495699	61404933
range_chr6_139488521_140168570.py	chr6	139488521	140168570
range_chr7_145403474_146082839.py	chr7	145403474	146082839
range_chr11_118313788_118976944.py	chr11	118313788	118976944
range_chr3_31953834_32657069.py	chr3	31953834	32657069
range_chr15_89014965_89697953.py	chr15	89014965	89697953
range_chr12_47563708_48247841.py	chr12	47563708	48247841
range_chr1_206446835_207127812.py	chr1	206446835	207127812
range_chr12_2159970_2863539.py	chr12	2159970	2863539
range_chr11_80703939_81384281.py	chr11	80703939	81384281
range_chr19_38087443_38770354.py	chr19	38087443	38770354
range_chrX_61040187_61751498.py	chrX	61040187	61751498
range_chr5_158114664_158793834.py	chr5	158114664	158793834
range_chr5_67996338_68697862.py	chr5	67996338	68697862
range_chr10_26908240_27591410.py	chr10	26908240	27591410
range_chr14_66851769_67534899.py	chr14	66851769	67534899
range_chr4_102468681_103150430.py	chr4	102468681	103150430
range_chr3_82520120_83220705.py	chr3	82520120	83220705
range_chr4_9561923_10275891.py	chr4	9561923	10275891
range_chrX_130812859_131494790.py	chrX	130812859	131494790
range_chr4_24993984_25696691.py	chr4	24993984	25696691
range_chr13_92590338_93271515.py	chr13	92590338	93271515
range_chr13_66647680_67329297.py	chr13	66647680	67329297
range_chr6_104807949_105488448.py	chr6	104807949	105488448
range_chr1_120921675_121603529.py	chr1	120921675	121603529
range_chr19_15421625_16106187.py	chr19	15421625	16106187
range_chr1_243967899_244648280.py	chr1	243967899	244648280
range_chr2_98318098_99020926.py	chr2	98318098	99020926
range_chr18_9202090_9907039.py	chr18	9202090	9907039
range_chr1_241246604_241926846.py	chr1	241246604	241926846
range_chr18_31894498_32576677.py	chr18	31894498	32576677
range_chr5_53941071_54644167.py	chr5	53941071	54644167
range_chr12_121926598_122587919.py	chr12	121926598	122587919
range_chr6_60671570_61379189.py	chr6	60671570	61379189
range_chr22_23969593_24651317.py	chr22	23969593	24651317
range_chr6_32040038_32747880.py	chr6	32040038	32747880
range_chr14_83231147_83910960.py	chr14	83231147	83910960
range_chr8_74294987_74997479.py	chr8	74294987	74997479
range_chrX_154740174_155424115.py	chrX	154740174	155424115
range_chr1_91383338_92087327.py	chr1	91383338	92087327
range_chr4_184052382_184732212.py	chr4	184052382	184732212
range_chr1_248052357_248736974.py	chr1	248052357	248736974
range_chr4_132404672_133085389.py	chr4	132404672	133085389
range_chr12_24918866_25601666.py	chr12	24918866	25601666
range_chr16_72899187_73581076.py	chr16	72899187	73581076
range_chr6_42596901_43302111.py	chr6	42596901	43302111
range_chr12_128528518_129188042.py	chr12	128528518	129188042
range_chr17_10003736_10686016.py	chr17	10003736	10686016
range_chrX_18970244_19674219.py	chrX	18970244	19674219
range_chr1_203720166_204401769.py	chr1	203720166	204401769
range_chr5_111193894_111873177.py	chr5	111193894	111873177
range_chr5_153355333_154034632.py	chr5	153355333	154034632
range_chr11_101793817_102454514.py	chr11	101793817	102454514
range_chr5_142478923_143157886.py	chr5	142478923	143157886
range_chr5_99636031_100327220.py	chr5	99636031	100327220
range_chr20_53966648_54647180.py	chr20	53966648	54647180
range_chr10_103021427_103683415.py	chr10	103021427	103683415
range_chr2_156882733_157563808.py	chr2	156882733	157563808
range_chr18_61259631_61941206.py	chr18	61259631	61941206
range_chr6_170105055_170745979.py	chr6	170105055	170745979
range_chr2_175279547_175961934.py	chr2	175279547	175961934
