,predispo_cancer,azoospermia,gene_paper
ENSG00000131808,0,0,1
ENSG00000131828,0,0,1
ENSG00000131831,0,0,1
ENSG00000131864,0,0,1
ENSG00000131876,0,0,1
ENSG00000131910,0,0,1
ENSG00000131914,1,0,0
ENSG00000131944,1,0,0
ENSG00000131966,0,0,1
ENSG00000131981,1,0,1
ENSG00000132002,0,0,1
ENSG00000132005,0,0,1
ENSG00000132031,0,0,1
ENSG00000132109,0,0,1
ENSG00000132141,0,0,1
ENSG00000132155,1,0,1
ENSG00000132170,1,0,1
ENSG00000132182,0,0,1
ENSG00000132196,0,0,1
ENSG00000132207,1,0,0
ENSG00000132305,0,0,1
ENSG00000132326,1,0,1
ENSG00000132329,0,0,1
ENSG00000132330,0,0,1
ENSG00000132334,0,0,1
ENSG00000132341,0,0,1
ENSG00000132382,0,0,1
ENSG00000132383,1,0,1
ENSG00000132386,0,0,1
ENSG00000132394,0,0,1
ENSG00000132432,0,0,1
ENSG00000132436,1,0,1
ENSG00000132437,0,0,1
ENSG00000132446,0,0,1
ENSG00000132464,0,0,1
ENSG00000132470,0,0,1
ENSG00000132471,0,0,1
ENSG00000132507,0,0,1
ENSG00000132522,0,0,1
ENSG00000132549,1,0,0
ENSG00000132561,0,0,1
ENSG00000132581,0,0,1
ENSG00000132589,0,0,1
ENSG00000132591,0,0,1
ENSG00000132604,1,0,1
ENSG00000132612,0,0,1
ENSG00000132639,0,0,1
ENSG00000132646,1,0,1
ENSG00000132661,0,0,1
ENSG00000132669,0,0,1
ENSG00000132670,0,0,1
ENSG00000132671,0,0,1
ENSG00000132676,0,0,1
ENSG00000132688,0,0,1
ENSG00000132692,0,0,1
ENSG00000132693,0,0,1
ENSG00000132698,0,0,1
ENSG00000132703,0,0,1
ENSG00000132718,0,0,1
ENSG00000132740,1,0,1
ENSG00000132780,0,0,1
ENSG00000132781,1,0,1
ENSG00000132793,0,0,1
ENSG00000132819,1,0,0
ENSG00000132840,0,0,1
ENSG00000132842,1,0,1
ENSG00000132872,0,0,1
ENSG00000132874,0,0,1
ENSG00000132906,0,0,1
ENSG00000132912,0,0,1
ENSG00000132915,0,0,1
ENSG00000132932,0,0,1
ENSG00000132965,0,0,1
ENSG00000132972,0,1,1
ENSG00000133019,0,0,1
ENSG00000133020,0,0,1
ENSG00000133027,0,0,1
ENSG00000133048,0,0,1
ENSG00000133055,0,0,1
ENSG00000133063,0,0,1
ENSG00000133101,0,0,1
ENSG00000133103,0,0,1
ENSG00000133104,1,0,0
ENSG00000133105,0,1,0
ENSG00000133107,0,0,1
ENSG00000133111,0,0,1
ENSG00000133112,0,0,1
ENSG00000133116,0,1,1
ENSG00000133119,1,0,1
ENSG00000133216,0,0,1
ENSG00000133226,0,0,1
ENSG00000133243,0,0,1
ENSG00000133247,1,0,0
ENSG00000133256,0,0,1
ENSG00000133265,0,1,0
ENSG00000133302,1,0,0
ENSG00000133317,0,0,1
ENSG00000133318,0,0,1
ENSG00000133392,0,0,1
ENSG00000133422,0,1,0
ENSG00000133606,0,0,1
ENSG00000133639,0,0,1
ENSG00000133661,0,0,1
ENSG00000133703,1,0,0
ENSG00000133731,0,0,1
ENSG00000133740,0,0,1
ENSG00000133789,0,0,1
ENSG00000133794,0,0,1
ENSG00000133805,0,0,1
ENSG00000133812,1,0,0
ENSG00000133818,0,0,1
ENSG00000133835,0,0,1
ENSG00000133863,1,1,0
ENSG00000133895,1,0,1
ENSG00000133937,0,0,1
ENSG00000133961,0,0,1
ENSG00000134014,0,0,1
ENSG00000134028,0,0,1
ENSG00000134046,0,0,1
ENSG00000134057,0,0,1
ENSG00000134058,0,0,1
ENSG00000134086,1,0,0
ENSG00000134115,0,0,1
ENSG00000134121,0,0,1
ENSG00000134160,0,0,1
ENSG00000134183,0,0,1
ENSG00000134184,0,0,1
ENSG00000134200,0,0,1
ENSG00000134201,0,0,1
ENSG00000134202,0,0,1
ENSG00000134207,0,0,1
ENSG00000134215,0,0,1
ENSG00000134240,0,0,1
ENSG00000134243,0,0,1
ENSG00000134245,0,0,1
ENSG00000134247,0,0,1
ENSG00000134250,0,0,1
ENSG00000134265,0,0,1
ENSG00000134278,1,0,0
ENSG00000134287,0,0,1
ENSG00000134308,0,0,1
ENSG00000134318,0,0,1
ENSG00000134324,0,0,1
ENSG00000134339,0,0,1
ENSG00000134352,1,0,1
ENSG00000134363,0,0,1
ENSG00000134369,0,0,1
ENSG00000134371,1,0,0
ENSG00000134375,0,0,1
ENSG00000134419,0,0,1
ENSG00000134438,0,0,1
ENSG00000134452,1,0,0
ENSG00000134453,1,0,0
ENSG00000134460,0,0,1
ENSG00000134470,0,0,1
ENSG00000134480,1,0,1
ENSG00000134508,1,0,0
ENSG00000134516,0,0,1
ENSG00000134531,0,0,1
ENSG00000134532,0,0,1
ENSG00000134539,0,0,1
ENSG00000134545,0,0,1
ENSG00000134569,0,0,1
ENSG00000134571,0,0,1
ENSG00000134574,1,0,1
ENSG00000134575,0,0,1
ENSG00000134588,0,0,1
ENSG00000134594,0,0,1
ENSG00000134595,0,0,1
ENSG00000134644,0,0,1
ENSG00000134686,0,0,1
ENSG00000134755,0,0,1
ENSG00000134758,1,0,0
ENSG00000134760,0,0,1
ENSG00000134762,0,0,1
ENSG00000134765,0,0,1
ENSG00000134769,0,0,1
ENSG00000134809,0,0,1
ENSG00000134824,0,1,1
ENSG00000134852,0,0,1
ENSG00000134853,1,0,1
ENSG00000134871,0,0,1
ENSG00000134873,0,0,1
ENSG00000134897,1,0,1
ENSG00000134899,1,0,1
ENSG00000134900,0,0,1
ENSG00000134940,0,0,1
ENSG00000134954,0,0,1
ENSG00000134982,1,0,1
ENSG00000135018,0,0,1
ENSG00000135046,0,0,1
ENSG00000135047,0,0,1
ENSG00000135049,0,1,1
ENSG00000135074,0,0,1
ENSG00000135090,1,0,0
ENSG00000135094,0,0,1
ENSG00000135100,1,0,0
ENSG00000135111,0,0,1
ENSG00000135124,0,0,1
ENSG00000135144,0,0,1
ENSG00000135164,1,0,1
ENSG00000135218,0,0,1
ENSG00000135249,1,0,0
ENSG00000135250,0,0,1
ENSG00000135269,1,0,1
ENSG00000135299,0,0,1
ENSG00000135312,0,0,1
ENSG00000135318,0,0,1
ENSG00000135333,0,0,1
ENSG00000135341,1,0,1
ENSG00000135346,0,0,1
ENSG00000135355,0,0,1
ENSG00000135363,1,0,1
ENSG00000135372,1,0,0
ENSG00000135373,0,0,1
ENSG00000135374,0,0,1
ENSG00000135404,0,0,1
ENSG00000135407,0,0,1
ENSG00000135409,0,0,1
ENSG00000135414,0,0,1
ENSG00000135424,0,0,1
ENSG00000135437,0,0,1
ENSG00000135446,1,1,1
ENSG00000135447,0,0,1
ENSG00000135476,1,0,0
ENSG00000135486,1,0,0
ENSG00000135503,0,0,1
ENSG00000135517,0,0,1
ENSG00000135535,0,0,1
ENSG00000135549,1,0,1
ENSG00000135577,0,0,1
ENSG00000135587,0,0,1
ENSG00000135597,0,0,1
ENSG00000135605,1,0,1
ENSG00000135622,0,0,1
ENSG00000135624,1,0,1
ENSG00000135625,0,0,1
ENSG00000135636,0,0,1
ENSG00000135643,0,0,1
ENSG00000135655,0,0,1
ENSG00000135679,1,0,1
ENSG00000135702,0,0,1
ENSG00000135722,0,0,1
ENSG00000135744,0,0,1
ENSG00000135750,0,0,1
ENSG00000135766,0,0,1
ENSG00000135773,0,0,1
ENSG00000135775,0,0,1
ENSG00000135776,0,0,1
ENSG00000135821,0,0,1
ENSG00000135823,0,0,1
ENSG00000135828,0,0,1
ENSG00000135829,1,0,0
ENSG00000135838,0,0,1
ENSG00000135862,0,0,1
ENSG00000135870,1,0,0
ENSG00000135900,0,0,1
ENSG00000135902,0,0,1
ENSG00000135903,1,0,1
ENSG00000135914,0,0,1
ENSG00000135916,0,0,1
ENSG00000135919,0,0,1
ENSG00000135925,0,0,1
ENSG00000135932,0,0,1
ENSG00000135940,0,0,1
ENSG00000135945,1,0,0
ENSG00000135956,1,0,0
ENSG00000135960,0,0,1
ENSG00000135999,1,0,0
ENSG00000136011,0,0,1
ENSG00000136014,1,0,0
ENSG00000136040,0,0,1
ENSG00000136098,0,0,1
ENSG00000136108,0,0,1
ENSG00000136114,0,0,1
ENSG00000136143,0,0,1
ENSG00000136153,1,0,0
ENSG00000136155,0,0,1
ENSG00000136156,0,0,1
ENSG00000136158,1,0,1
ENSG00000136160,0,0,1
ENSG00000136167,0,0,1
ENSG00000136231,0,0,1
ENSG00000136235,0,0,1
ENSG00000136238,1,0,1
ENSG00000136244,0,0,1
ENSG00000136250,0,0,1
ENSG00000136261,0,0,1
ENSG00000136267,0,0,1
ENSG00000136273,1,0,1
ENSG00000136279,0,0,1
ENSG00000136286,0,0,1
ENSG00000136297,0,0,1
ENSG00000136305,0,0,1
ENSG00000136319,1,0,0
ENSG00000136327,1,0,0
ENSG00000136352,1,0,0
ENSG00000136371,0,0,1
ENSG00000136448,0,0,1
ENSG00000136451,0,0,1
ENSG00000136457,0,0,1
ENSG00000136478,0,0,1
ENSG00000136488,0,0,1
ENSG00000136492,1,0,0
ENSG00000136518,1,0,0
ENSG00000136521,0,0,1
ENSG00000136535,0,0,1
ENSG00000136546,0,0,1
ENSG00000136560,0,0,1
ENSG00000136573,0,0,1
ENSG00000136574,0,0,1
ENSG00000136603,1,0,1
ENSG00000136630,0,0,1
ENSG00000136631,1,0,1
ENSG00000136634,1,0,1
ENSG00000136689,0,0,1
ENSG00000136698,0,0,1
ENSG00000136709,1,0,0
ENSG00000136717,1,0,1
ENSG00000136720,0,0,1
ENSG00000136738,0,0,1
ENSG00000136750,0,0,1
ENSG00000136758,0,0,1
ENSG00000136770,0,0,1
ENSG00000136807,1,0,1
ENSG00000136811,0,0,1
ENSG00000136816,0,0,1
ENSG00000136826,1,0,1
ENSG00000136854,0,0,1
ENSG00000136856,0,0,1
ENSG00000136859,0,0,1
ENSG00000136861,1,0,1
ENSG00000136866,0,0,1
ENSG00000136867,0,0,1
ENSG00000136868,0,0,1
ENSG00000136869,0,0,1
ENSG00000136877,0,0,1
ENSG00000136878,0,0,1
ENSG00000136881,0,0,1
ENSG00000136888,0,0,1
ENSG00000136908,0,0,1
ENSG00000136929,0,0,1
ENSG00000136930,0,0,1
ENSG00000136931,0,0,1
ENSG00000136936,1,0,1
ENSG00000136938,1,0,1
ENSG00000136940,0,0,1
ENSG00000136942,0,0,1
ENSG00000136944,0,0,1
ENSG00000136960,0,0,1
ENSG00000136997,1,0,1
ENSG00000137055,0,0,1
ENSG00000137073,0,0,1
ENSG00000137074,1,0,1
ENSG00000137090,0,1,1
ENSG00000137094,0,0,1
ENSG00000137100,0,0,1
ENSG00000137101,0,0,1
ENSG00000137106,0,0,1
ENSG00000137124,0,0,1
ENSG00000137154,1,0,1
ENSG00000137168,0,0,1
ENSG00000137177,0,0,1
ENSG00000137193,1,0,1
ENSG00000137198,0,0,1
ENSG00000137251,0,0,1
ENSG00000137265,0,0,1
ENSG00000137270,0,0,1
ENSG00000137273,0,0,1
ENSG00000137275,0,0,1
ENSG00000137309,1,1,1
ENSG00000137312,0,0,1
ENSG00000137313,0,0,1
ENSG00000137331,0,0,1
ENSG00000137332,0,0,1
ENSG00000137345,0,0,1
ENSG00000137364,0,0,1
ENSG00000137392,0,0,1
ENSG00000137394,0,0,1
ENSG00000137411,0,0,1
ENSG00000137440,0,0,1
ENSG00000137462,1,0,1
ENSG00000137474,0,0,1
ENSG00000137496,0,0,1
ENSG00000137501,0,0,1
ENSG00000137547,0,0,1
ENSG00000137561,0,0,1
ENSG00000137563,0,0,1
ENSG00000137573,0,0,1
ENSG00000137575,0,0,1
ENSG00000137601,0,0,1
ENSG00000137642,0,0,1
ENSG00000137648,0,0,1
ENSG00000137672,0,0,1
ENSG00000137673,1,0,1
ENSG00000137693,1,0,0
ENSG00000137699,0,0,1
ENSG00000137700,1,0,0
ENSG00000137707,0,0,1
ENSG00000137709,0,0,1
ENSG00000137710,1,0,1
ENSG00000137714,0,0,1
ENSG00000137726,0,0,1
ENSG00000137731,0,0,1
ENSG00000137745,0,0,1
ENSG00000137752,0,0,1
ENSG00000137764,0,0,1
ENSG00000137801,0,0,1
ENSG00000137802,0,0,1
ENSG00000137806,0,0,1
ENSG00000137807,0,0,1
ENSG00000137818,0,0,1
ENSG00000137831,1,0,0
ENSG00000137845,0,0,1
ENSG00000137860,0,0,1
ENSG00000137868,0,0,1
ENSG00000137869,1,0,0
ENSG00000137872,0,0,1
ENSG00000137875,0,0,1
ENSG00000137936,0,0,1
ENSG00000137948,0,1,0
ENSG00000137955,0,0,1
ENSG00000137976,0,0,1
ENSG00000137992,0,0,1
ENSG00000138030,0,0,1
ENSG00000138032,0,0,1
ENSG00000138039,0,0,1
ENSG00000138061,0,0,1
ENSG00000138071,1,0,1
ENSG00000138073,0,0,1
ENSG00000138075,0,0,1
ENSG00000138079,0,0,1
ENSG00000138083,0,0,1
ENSG00000138101,0,0,1
ENSG00000138107,0,0,1
ENSG00000138135,0,0,1
ENSG00000138160,0,0,1
ENSG00000138162,0,0,1
ENSG00000138166,1,0,0
ENSG00000138175,0,0,1
ENSG00000138185,0,0,1
ENSG00000138193,0,0,1
ENSG00000138207,0,0,1
ENSG00000138231,0,0,1
ENSG00000138279,1,0,1
ENSG00000138303,1,0,0
ENSG00000138311,1,0,0
ENSG00000138326,1,0,1
ENSG00000138336,1,0,0
ENSG00000138346,1,0,0
ENSG00000138356,0,0,1
ENSG00000138363,0,0,1
ENSG00000138375,1,0,1
ENSG00000138376,1,0,1
ENSG00000138378,0,0,1
ENSG00000138385,0,0,1
ENSG00000138386,0,0,1
ENSG00000138413,0,0,1
ENSG00000138435,0,0,1
ENSG00000138442,0,0,1
ENSG00000138448,1,0,1
ENSG00000138496,1,0,0
ENSG00000138587,0,0,1
ENSG00000138592,0,0,1
ENSG00000138594,0,0,1
ENSG00000138623,0,0,1
ENSG00000138641,0,0,1
ENSG00000138650,0,0,1
ENSG00000138663,1,0,1
ENSG00000138668,1,0,0
ENSG00000138669,0,0,1
ENSG00000138675,0,0,1
ENSG00000138685,0,0,1
ENSG00000138696,0,0,1
ENSG00000138741,0,0,1
ENSG00000138755,0,0,1
ENSG00000138760,0,0,1
ENSG00000138764,0,0,1
ENSG00000138769,0,0,1
ENSG00000138772,0,0,1
ENSG00000138792,0,0,1
ENSG00000138794,0,0,1
ENSG00000138795,1,0,1
ENSG00000138798,0,0,1
ENSG00000138801,0,0,1
ENSG00000138814,0,0,1
ENSG00000138823,0,0,1
ENSG00000138834,0,0,1
ENSG00000138835,0,0,1
ENSG00000138964,0,0,1
ENSG00000139083,1,0,1
ENSG00000139112,0,0,1
ENSG00000139116,0,0,1
ENSG00000139144,0,0,1
ENSG00000139154,0,0,1
ENSG00000139182,0,0,1
ENSG00000139187,0,0,1
ENSG00000139190,0,0,1
ENSG00000139197,1,0,1
ENSG00000139209,0,0,1
ENSG00000139219,0,0,1
ENSG00000139269,0,0,1
ENSG00000139278,1,0,0
ENSG00000139289,0,0,1
ENSG00000139318,0,0,1
ENSG00000139329,0,0,1
ENSG00000139330,0,0,1
ENSG00000139343,0,0,1
ENSG00000139350,0,0,1
ENSG00000139351,0,1,1
ENSG00000139352,0,0,1
ENSG00000139372,1,0,1
ENSG00000139445,0,0,1
ENSG00000139514,0,0,1
ENSG00000139517,0,0,1
ENSG00000139546,0,0,1
ENSG00000139549,0,1,1
ENSG00000139567,0,0,1
ENSG00000139579,1,0,0
ENSG00000139618,1,1,1
ENSG00000139625,0,0,1
ENSG00000139626,0,0,1
ENSG00000139629,0,0,1
ENSG00000139631,0,0,1
ENSG00000139687,1,0,1
ENSG00000139800,0,0,1
ENSG00000139832,0,0,1
ENSG00000139835,0,0,1
ENSG00000139842,1,1,1
ENSG00000139874,0,0,1
ENSG00000139890,0,0,1
ENSG00000139946,0,0,1
ENSG00000139970,0,0,1
ENSG00000140009,1,0,1
ENSG00000140057,0,1,0
ENSG00000140090,0,0,1
ENSG00000140092,0,0,1
ENSG00000140153,0,0,1
ENSG00000140199,0,0,1
ENSG00000140262,0,0,1
ENSG00000140264,0,0,1
ENSG00000140284,0,0,1
ENSG00000140285,0,0,1
ENSG00000140287,0,0,1
ENSG00000140299,0,0,1
ENSG00000140319,0,0,1
ENSG00000140326,1,0,0
ENSG00000140332,0,0,1
ENSG00000140350,0,0,1
ENSG00000140368,0,0,1
ENSG00000140374,0,0,1
ENSG00000140382,0,0,1
ENSG00000140396,0,0,1
ENSG00000140398,1,0,1
ENSG00000140403,0,0,1
ENSG00000140416,0,0,1
ENSG00000140443,0,0,1
ENSG00000140451,1,0,0
ENSG00000140455,1,0,1
ENSG00000140464,1,0,1
ENSG00000140465,0,0,1
ENSG00000140479,1,0,0
ENSG00000140497,0,0,1
ENSG00000140505,0,0,1
ENSG00000140519,0,0,1
ENSG00000140521,1,1,1
ENSG00000140522,0,0,1
ENSG00000140525,1,0,0
ENSG00000140534,1,0,0
ENSG00000140538,0,0,1
ENSG00000140545,0,0,1
ENSG00000140564,0,0,1
ENSG00000140575,0,0,1
ENSG00000140600,0,0,1
ENSG00000140650,0,0,1
ENSG00000140675,0,0,1
ENSG00000140678,0,0,1
ENSG00000140682,0,0,1
ENSG00000140694,0,0,1
ENSG00000140718,1,0,1
ENSG00000140743,0,0,1
ENSG00000140807,0,0,1
ENSG00000140836,1,0,0
ENSG00000140848,0,0,1
ENSG00000140854,0,0,1
ENSG00000140859,0,0,1
ENSG00000140873,1,0,0
ENSG00000140876,0,0,1
ENSG00000140937,0,0,1
ENSG00000140943,0,0,1
ENSG00000140945,0,0,1
ENSG00000140955,0,1,0
ENSG00000140968,1,0,0
ENSG00000140988,0,0,1
ENSG00000140992,1,0,1
ENSG00000140995,0,0,1
ENSG00000141012,0,0,1
ENSG00000141013,0,0,1
ENSG00000141027,0,0,1
ENSG00000141030,1,0,1
ENSG00000141086,0,0,1
ENSG00000141127,0,0,1
ENSG00000141179,0,0,1
ENSG00000141232,0,0,1
ENSG00000141255,1,1,0
ENSG00000141349,1,0,0
ENSG00000141367,1,0,1
ENSG00000141376,0,0,1
ENSG00000141380,0,0,1
ENSG00000141401,0,0,1
ENSG00000141429,0,0,1
ENSG00000141433,0,0,1
ENSG00000141434,0,0,1
ENSG00000141447,0,0,1
ENSG00000141448,0,0,1
ENSG00000141458,0,0,1
ENSG00000141469,0,0,1
ENSG00000141499,1,0,0
ENSG00000141505,0,0,1
ENSG00000141510,1,0,0
ENSG00000141522,0,0,1
ENSG00000141551,0,0,1
ENSG00000141552,0,0,1
ENSG00000141570,1,0,0
ENSG00000141574,0,0,1
ENSG00000141582,0,0,1
ENSG00000141644,0,0,1
ENSG00000141646,1,0,0
ENSG00000141655,0,0,1
ENSG00000141665,0,0,1
ENSG00000141668,0,0,1
ENSG00000141682,0,0,1
ENSG00000141736,1,0,1
ENSG00000141738,1,0,1
ENSG00000141744,0,0,1
ENSG00000141753,0,0,1
ENSG00000141756,0,0,1
ENSG00000141837,0,0,1
ENSG00000141867,0,0,1
ENSG00000141873,0,0,1
ENSG00000141905,0,0,1
ENSG00000141956,0,0,1
ENSG00000141959,0,0,1
ENSG00000141965,1,0,1
ENSG00000141968,1,0,1
ENSG00000141985,0,0,1
ENSG00000142025,0,1,0
ENSG00000142082,0,0,1
ENSG00000142149,0,0,1
ENSG00000142156,0,0,1
ENSG00000142166,1,0,1
ENSG00000142168,1,0,1
ENSG00000142173,0,0,1
ENSG00000142182,0,1,1
ENSG00000142192,0,0,1
ENSG00000142208,1,0,1
ENSG00000142227,0,0,1
ENSG00000142252,0,0,1
ENSG00000142273,0,0,1
ENSG00000142319,0,0,1
ENSG00000142330,0,0,1
ENSG00000142347,0,0,1
ENSG00000142405,1,0,0
ENSG00000142507,0,0,1
ENSG00000142534,0,0,1
ENSG00000142541,0,0,1
ENSG00000142583,0,0,1
ENSG00000142619,0,0,1
ENSG00000142623,0,0,1
ENSG00000142627,1,0,1
ENSG00000142655,0,0,1
ENSG00000142669,0,0,1
ENSG00000142676,1,0,0
ENSG00000142731,0,1,0
ENSG00000142733,1,0,1
ENSG00000142765,0,0,1
ENSG00000142798,0,0,1
ENSG00000142867,0,0,1
ENSG00000142875,0,0,1
ENSG00000142937,0,0,1
ENSG00000142945,0,0,1
ENSG00000142973,0,0,1
ENSG00000143013,0,0,1
ENSG00000143033,0,0,1
ENSG00000143106,0,0,1
ENSG00000143119,0,0,1
ENSG00000143126,0,0,1
ENSG00000143127,0,0,1
ENSG00000143149,0,0,1
ENSG00000143153,0,0,1
ENSG00000143167,1,0,1
ENSG00000143171,0,0,1
ENSG00000143178,0,0,1
ENSG00000143184,0,0,1
ENSG00000143190,0,0,1
ENSG00000143196,0,0,1
ENSG00000143198,0,0,1
ENSG00000143207,1,0,0
ENSG00000143224,0,0,1
ENSG00000143248,0,0,1
ENSG00000143252,1,0,0
ENSG00000143256,0,0,1
ENSG00000143257,0,0,1
ENSG00000143258,0,0,1
ENSG00000143278,0,0,1
ENSG00000143294,0,0,1
ENSG00000143315,0,0,1
ENSG00000143318,0,0,1
ENSG00000143320,0,0,1
ENSG00000143321,0,0,1
ENSG00000143324,0,0,1
ENSG00000143333,0,0,1
ENSG00000143344,0,0,1
ENSG00000143355,0,0,1
ENSG00000143365,0,0,1
ENSG00000143367,0,0,1
ENSG00000143369,0,0,1
ENSG00000143379,0,0,1
ENSG00000143384,0,0,1
ENSG00000143387,0,0,1
ENSG00000143390,0,0,1
ENSG00000143398,0,0,1
ENSG00000143412,0,0,1
ENSG00000143416,0,0,1
ENSG00000143418,1,0,0
ENSG00000143420,0,0,1
ENSG00000143434,0,0,1
ENSG00000143436,0,0,1
ENSG00000143437,0,0,1
ENSG00000143450,0,0,1
ENSG00000143452,0,1,0
ENSG00000143473,0,0,1
ENSG00000143476,1,0,0
ENSG00000143498,0,0,1
ENSG00000143507,0,0,1
ENSG00000143514,1,0,1
ENSG00000143537,0,0,1
ENSG00000143543,0,0,1
ENSG00000143546,0,0,1
ENSG00000143549,0,0,1
ENSG00000143552,0,1,0
ENSG00000143554,0,0,1
ENSG00000143570,0,0,1
ENSG00000143575,1,0,0
ENSG00000143590,0,0,1
ENSG00000143621,0,0,1
ENSG00000143622,0,0,1
ENSG00000143624,1,0,0
ENSG00000143627,0,0,1
ENSG00000143630,0,0,1
ENSG00000143631,0,0,1
ENSG00000143632,0,0,1
ENSG00000143641,0,0,1
ENSG00000143669,1,0,1
ENSG00000143727,0,0,1
ENSG00000143742,0,0,1
ENSG00000143761,0,0,1
ENSG00000143774,0,0,1
ENSG00000143799,1,0,0
ENSG00000143801,0,0,1
ENSG00000143815,0,0,1
ENSG00000143819,0,0,1
ENSG00000143842,0,0,1
ENSG00000143847,0,0,1
ENSG00000143858,0,0,1
ENSG00000143867,0,0,1
ENSG00000143878,1,0,0
ENSG00000143921,0,0,1
ENSG00000143933,0,0,1
ENSG00000143947,1,0,1
ENSG00000143952,0,0,1
ENSG00000143954,0,0,1
ENSG00000143971,1,0,0
ENSG00000143977,0,0,1
ENSG00000143994,0,0,1
ENSG00000143995,0,0,1
ENSG00000144029,0,0,1
ENSG00000144043,0,0,1
ENSG00000144061,0,0,1
ENSG00000144118,0,0,1
ENSG00000144136,0,0,1
ENSG00000144191,0,0,1
ENSG00000144231,1,0,0
ENSG00000144285,0,0,1
ENSG00000144290,0,0,1
ENSG00000144339,0,0,1
ENSG00000144355,0,0,1
ENSG00000144381,0,0,1
ENSG00000144410,0,0,1
ENSG00000144485,0,0,1
ENSG00000144524,1,0,1
ENSG00000144554,1,0,0
ENSG00000144566,0,0,1
ENSG00000144659,1,0,0
ENSG00000144668,0,0,1
ENSG00000144674,0,0,1
ENSG00000144681,0,0,1
ENSG00000144713,0,0,1
ENSG00000144724,0,0,1
ENSG00000144746,0,0,1
ENSG00000144749,0,0,1
ENSG00000144791,0,0,1
ENSG00000144810,0,0,1
ENSG00000144834,0,0,1
ENSG00000144837,0,0,1
ENSG00000144840,0,0,1
ENSG00000144843,0,0,1
ENSG00000144852,0,0,1
ENSG00000144857,0,0,1
ENSG00000144867,0,0,1
ENSG00000144895,0,0,1
ENSG00000144935,0,0,1
ENSG00000145029,0,0,1
ENSG00000145088,1,0,0
ENSG00000145147,0,0,1
ENSG00000145192,0,0,1
ENSG00000145194,0,0,1
ENSG00000145217,0,0,1
ENSG00000145220,0,0,1
ENSG00000145241,0,0,1
ENSG00000145242,0,0,1
ENSG00000145246,0,0,1
ENSG00000145287,0,0,1
ENSG00000145321,0,0,1
ENSG00000145335,0,0,1
ENSG00000145349,0,0,1
ENSG00000145384,0,0,1
ENSG00000145386,0,0,1
ENSG00000145414,1,0,0
ENSG00000145423,0,0,1
ENSG00000145425,0,0,1
ENSG00000145431,0,0,1
ENSG00000145506,0,0,1
ENSG00000145555,0,0,1
ENSG00000145604,0,0,1
ENSG00000145623,0,0,1
ENSG00000145649,0,0,1
ENSG00000145675,1,0,1
ENSG00000145687,1,0,1
ENSG00000145692,1,0,1
ENSG00000145703,1,0,0
ENSG00000145715,1,0,0
ENSG00000145721,0,0,1
ENSG00000145730,0,0,1
ENSG00000145736,0,0,1
ENSG00000145740,0,0,1
ENSG00000145777,0,0,1
ENSG00000145780,0,0,1
ENSG00000145824,0,0,1
ENSG00000145826,0,0,1
ENSG00000145839,1,0,1
ENSG00000145863,0,0,1
ENSG00000145864,0,0,1
ENSG00000145901,0,0,1
ENSG00000145907,1,0,0
ENSG00000145912,1,0,0
ENSG00000145920,0,0,1
ENSG00000145936,0,0,1
ENSG00000146013,0,0,1
ENSG00000146054,0,0,1
ENSG00000146063,0,0,1
ENSG00000146070,0,0,1
ENSG00000146083,0,0,1
ENSG00000146094,1,0,0
ENSG00000146109,0,0,1
ENSG00000146122,0,0,1
ENSG00000146143,1,0,1
ENSG00000146192,0,0,1
ENSG00000146221,0,0,1
ENSG00000146232,0,0,1
ENSG00000146233,0,0,1
ENSG00000146242,0,0,1
ENSG00000146247,0,0,1
ENSG00000146263,1,0,0
ENSG00000146276,0,0,1
ENSG00000146414,1,0,0
ENSG00000146426,0,0,1
ENSG00000146457,0,0,1
ENSG00000146469,0,0,1
ENSG00000146477,0,0,1
ENSG00000146535,0,0,1
ENSG00000146648,1,0,1
ENSG00000146670,1,0,0
ENSG00000146674,0,0,1
ENSG00000146676,0,0,1
ENSG00000146678,0,0,1
ENSG00000146731,1,0,1
ENSG00000146839,0,0,1
ENSG00000146857,0,1,1
ENSG00000146872,0,0,1
ENSG00000147010,1,0,1
ENSG00000147044,0,0,1
ENSG00000147050,1,0,0
ENSG00000147065,1,0,1
ENSG00000147081,0,0,1
ENSG00000147099,1,0,0
ENSG00000147100,0,0,1
ENSG00000147119,0,0,1
ENSG00000147140,1,0,1
ENSG00000147155,0,0,1
ENSG00000147164,0,0,1
ENSG00000147166,0,0,1
ENSG00000147168,1,0,1
ENSG00000147224,0,0,1
ENSG00000147231,1,0,0
ENSG00000147246,0,0,1
ENSG00000147257,1,0,1
ENSG00000147274,0,0,1
ENSG00000147364,0,0,1
ENSG00000147381,0,0,1
ENSG00000147383,0,0,1
ENSG00000147400,1,0,1
ENSG00000147403,0,0,1
ENSG00000147416,0,0,1
ENSG00000147421,1,0,0
ENSG00000147434,0,0,1
ENSG00000147439,1,0,1
ENSG00000147443,1,0,1
ENSG00000147465,0,0,1
ENSG00000147488,0,0,1
ENSG00000147536,1,0,0
ENSG00000147596,1,0,0
ENSG00000147601,1,0,1
ENSG00000147604,0,0,1
ENSG00000147647,0,0,1
ENSG00000147654,0,0,1
ENSG00000147669,1,0,0
ENSG00000147684,0,0,1
ENSG00000147852,0,0,1
ENSG00000147862,0,0,1
ENSG00000147869,0,0,1
